Acts.1.1 | Az első könyvemet irtam Theófile, mind azokról a mellyeket Jézus kezdett cselekedni és tanitani,
Acts.26.19 | Azért Ágrippa Király! nem voltam engedetlen annak a mennyei látásnak.
Acts.26.20 | Hanem először a Damaskusbelieknek, és a Jérusálembelieknek és Júdának egész tartományában, azután a Pogányoknak is hirdettem, hogy büneiket megbánnák és megtérnének az Istenhez és megtért emberekhez illendő cselekedeteket cselekednének.
Acts.26.21 | Ezekért akartak engemet megölni a Zsidók, megfogván a templomban;
Acts.26.22 | De az Istentől segitséget vévén, mind e mai napig megállottam; bizonyságot tévén ezekről mind kicsinynek, mind nagynak, és semmit nem mondok azon kivül, mellyeket Mózes és a Próféták megjövendöltek.
Acts.26.23 | Tudniillik hogy a Krisztus szenvedne, és a halálból való feltámadásban első lenne és prédikálna e népnek és a pogányoknak a világosságot.
Acts.26.24 | Mikor pedig ezeket maga mentségére mandaná, Festus nagy felszóval monda: Bolondozol te Pál; a nagy bölcsesség miatt bolondultál meg+
Acts.26.25 | Pál pedig monda: Nem bolondozom nemes Festé, hanem igaz és józan beszédeket szólok.
Acts.26.26 | Mert tudja ezeket a Király, ki előtt bátorságosan is szólok: mer nem gondolom, hogy ezeket nem tudná; mert ez nem valami szugolyában lett dolog.
Acts.26.27 | Hisz-é Ágrippa Király a Prófétáknak? tudom hogy hissz.
Acts.26.28 | Ágrippa pedig monda Pálnak: Közel maajd ugyan elhitetes velem, hogy keresztyénné legyek.
Acts.26.29 | Pál pedig monda; Kivánnám az Istentől, hogy mind közel, mind ugyan valóba, nem csak te, hanem mind azok, kik ma engem hallgatnak, lettek volna ollyanok minémű én, ez egy fogságomtól megválva.
Acts.26.30 | És mikor ezeket mondotta volna, felkele a Király és a Tiszttartó, és Berniczé, és a kik velek együtt leültek vala.
Acts.26.31 | És mikor magoknak mentek volna, félfelé egymással beszélnek vala, ezt mondván: Semmi halálra vagy fogságra méltó dolgot nem cselekszik az ember.
Acts.26.32 | Ágrippa pedig monda Festusnak: Ez embert szabadon elbocsáthatták volna, ha a Császárra nem apellált volna.

Acts.27.1 | Minekutánna pedig elvégzeték volna, hogy nékünk Olaszországba kellene eveznünk, adák mind Pált, mind némelly egyéb foglyokat a Császár seregéből való Századosnak, kinek Julius vala neve.
Acts.27.2 | Béülvén azért egy Adramitténumból való hajóba, hogy Ázsiának határai mellett eveznénk el: elindulánk; és velünk vala a Maczedóniabeli Aristárkhus, ki Thessalónikából való vala.
Acts.27.3 | Másodnapon pedig jutánk Sidonba: és Július nagy emberséggel tartván Pált megengedé, hogy barátihoz menvén, őróla azok viselnének gondot.
Acts.27.4 | Onnét pedig elindulván, Cziprus mellől evezénk el, mivelhogy a szelek ellenkeznének velünk.
Acts.27.5 | És a Cziliczia és Pámfilia ellenében való tengeren elmenvén, jutánk Liczia tartományának városába Mirába.
Acts.27.6 | És ott mikor a Százados egy Alexándriabeli hajót talált volna, melly Olaszországba menne, minket abba szállita.
Acts.27.7 | És mikor sok napokon későn eveznénk, és nehezen jutottunk volna Knidus mellé, mivelhogy a szél nem engedi vala, Kréta mellett mennénk el a Sálmon hegy mellől.
Acts.27.8 | És a mellől nehezen elmenvén jutánk egy helyzre, mellyet neveznek Szép kikötőhelyeknek, mellyhez közel vala Laséa város.
Acts.27.9 | Mikor pedig sok idő mult volna el, és mikor immár a hajókázás veszedelmes volna; mivelhogy immár a böjt is elmult volna, Pál inti vala őket.
Acts.27.10 | Ezt mondván nékik: Férjfiak, én látom hogy nyomorúsággal, és nem csak a hajónak és abban való teréhnek, hanem mi magunknak is kárával lészen a hajókázás.
Acts.27.11 | De a Százados inkább hiszen vala a hajóigazgatónak, és a kormányosmesternek, hogy nem annak a mit Pál mond vala.
Acts.27.12 | És mikor az a telelésre alkalmatos kiszálló hely nem volna, némellyek adák tanácsul, hogy onnét is elmennének, és mekisértének, ha valami módon Fénix városra juthatnának, és ott telelhetnének, melly Krétának kikötőhelye, melly dél és napnyugot felé néz.
Acts.27.13 | És mikor a déli szél valami lassan fúni kezdett volna, mikor állitanák, hogy gondolatjokban véghez mehetnének; mikor elindultak volna; nagy közel mennek vala el Kréta mellől.
Acts.27.14 | De nem sok idő mulva ütközékabba a szigetbe nagy szélvész, melly Euroklidonnak neveztetik.
Acts.27.15 | És mikor a hajó elragadtatott volna, és a szél ellen nem mehetnek, szélnek bocsátván a hajót, úgy vitetünk vala.
Acts.27.16 | És mikor egy kis sziget alá vitettük volna, melly sziget Klaudának hivattatik, csak aligkaphatánk meg a hajócskát.
Acts.27.17 | Mellyet a nagy hajóra felvonván, mesterséggel élnek valal, a hajót megövedzvén; és félvén hogy veszedelmes helybe ne ütköznének, a vitorlákat lebocsátván ugy mennek vala.
Acts.27.18 | És mikor a nagy szélvész miatt hányattatnánk, másodnapon marhánkat a hajóból kihányánk,
Acts.27.19 | És harmadnapon magunk a mi kezeinkkel a hajóhoz való szerszámokat kihányánk a tengerbe.
Acts.27.20 | Mikor pedig sok napig sem a napot, sem a csillagokat nem láttuk volna, és nagy szélvész volna; életünk felől tovább való minden reménységünk elvétetett vala.
Acts.27.21 | És mikor immár sokat éheztünk volna, akkor Pál felállván ő közöttök, monda: Jóllehet szükség vala, óh férjfiak, hogy az én beszédemnek engedvén Krétától el ne indulnánk, és e nyomorúságot és kárt eltávoztatnánk;
Acts.27.22 | Mindazáltal intelek titeket, hogy jó reménységben legyetek: mert közzületek egy is el nem vesz, hanem csak a hajó:
Acts.27.23 | Mert ez éjjel az Istennek Angyala én mellém álla: melly Istené vagyok én, a kit tisztelek is.
Acts.27.24 | Ezt mondván: Ne félj Pál; mert a Császár eleibe kell néked vitettetned, és imé, az Isten néked ajándékon adta mind azokat, a kik te veled hajókáznak.
Acts.27.25 | Annakokárt jó reménységben legyetek férjfiak: mert hiszek az Istennek, hogy ugy lészen, a mint nékem szólott.
Acts.27.26 | Egy szigetre kell pedig nékünk találkoznunk.
Acts.27.27 | Mikor pedig a tizennegyedik éjszaka eljött volna, és vitetnénk Adria tengerén, a hajósok állitják vala éjfél tájba, hogy valami tartomány közelgetne ő hozzájok.
Acts.27.28 | És lebocsátván a tenger mélységének mérséklőjét, találák husz ölnyinek lenni a mélységet; és egy kevéssé tovább menvén, ismét lebocsátván a mérséklőt, találák ott tizenöt ölnyinek lenni.
Acts.27.29 | És mikor félnének, hogy valami veszedelmes helyre ne jutnának, a hajónak hátulsó részéből négy vasmacskát vetvén a tengerbe, várják vala a napnak felköltét.
Acts.27.30 | A hajósok pedig, a kis hajót lebocsátván a tengerre, mikor el akarnának szaladni, ez okkal mintha a hajónak első részéből vasmacskákat akarnának lehányni:
Acts.27.31 | Monda Pál a Századosnak és a vitézeknek: Ha ezek a hajóban nem maradnak, ti meg nem szabadulhattok.
Acts.27.32 | Akkor a vitézek elvágák a kis hajónak köteleit és kihagyák esni azt.
Acts.27.33 | Azonközbe meg a nap felkelne, int vala Pál mindeneket, hogy ennének, ezt mondván: E mai nap tizennegyedik nap, miolta várakozván étlen vagytok és semmi falat szátokban nem volt.
Acts.27.34 | Azért titeket intelek hogy egyetek; mert a ti megmaradástok ra vagyon az. Mert egyne kis közzűletek csak hajszála is nem esik el fejéről.
Acts.27.35 | És mikor ezeket mondotta volna, kenyeret vévén kezébe, hálákat ada Istennek mind azok előtt; és mikor megszegte volna azt, kezde enni.
Acts.27.36 | Mindnyájan pedig mikor immár jó reménységben volnának, ők is evének.
Acts.27.37 | Valánk pedig mindnyájan a hajóban kétszázan és hetvenhatan.
Acts.27.38 | És mikor megelégedtek volna az eledellel, a hajót könnyebbitik vala, a gabonát kihányván a tengerbe.
Acts.27.39 | Mikor pedig megviradt volna, földet nem látnak vala; egy tenger kebelét sajditnak vala pedig, mellynek partja volna, mellyre végezték vala, hogy a hajót kivinnék, ha lehetne.
Acts.27.40 | A vasmacskákat azért felszedvén, bocsáták a hajót a tengernek, és megbocsátván a kormányoknak köteleit, és a vitorlát felvonván, a szélnek fuvására igyekeznek vala menni a part felé.
Acts.27.41 | De mikor kettős tengernek helyére találkoztak volna, a hajó megakada; és annak az első része mozdithatatlanúl áll vala, a hátulsó része pedig szakadoz vala a haboknak erejek miatt.
Acts.27.42 | A vitézeknek pedig tanácsok ez vala, hogy a foglyzokat levágnák, hogy senki ő közzűlök el ne szaladhatna: minekutánna kiúsznának.
Acts.27.43 | De a Százados akarván megtartani Pált, megtiltá őket e tanácstól; és megparancsolá, hogy a kik úszni tudnának, először a tengerbe szökdösnének, és a földre szaladnának.
Acts.27.44 | A többi pedig, némellyek deszkákon, némellyek pedig a hajótörésének darabjain; és e képen mindnyájan békésséggel a földre szaladának.

Acts.28.1 | És mikor békességgel kimentek volna, megtudák hogy Mélitának neveztetnék az a sziget.
Acts.28.2 | A Barbarusok pedig nem kicsiny emberséget cselekesznek vala mi velünk: mert tüzet gerjesztvén béfogadának minket mindnyájan, a rajtunk való záporért és a hidegért.
Acts.28.3 | Mikor pedig Pál nagy sok venyikét szedett volna, és a tűzre tette volna, egy vipera kigyó a melegből kimászván, az ő kezére ragada.
Acts.28.4 | Mikor látták vonla pedig a Barbarusok az ő kezéről függeni a mérges kigyót, egymásnak mondják vala: Nyilván ez ember gyilkos, kit nem hagya élni a bosszúállás; noha a tengerből megszabadult.
Acts.28.5 | De néki, minekutánna a kigyót a tűzbe rázta volna, semmi nyavalyája nem lőn.
Acts.28.6 | Azok pedig várják vala, hogy megadagozna, vagy meghalván ngy hirtelenséggel leesnék; de mikor sok ideig várták volna és látnák, hogy semmi nyavalyája nem lészen, elváltoztatván értelmeket, őtet Istennek mondják vala.
Acts.28.7 | Ott pedig a helyen vala majorja a sziget Urának, kinek Publius vala neve, ki minkeet béfogadván, harmadnapig szállásán nagy emberségesen tarta.
Acts.28.8 | Lőn pedig ez, hogy a Publius attya hideglelés és vérhas miatt igen nehezen feküdnék, kihez Pál bémenvén, minekutánna könyörgött vola, kezeit arra vetvén, meggyógyitá azt.
Acts.28.9 | Minekutánna azért ez lett volna: egyebek is, kik abban a szigetben betegek valának, ő hozzá jőnek vala, és meggyógyulnak vala.
Acts.28.10 | Kik nékünk nagy tisztességet is tőnek, és mikor onnét elindulnánk, táplálásunkra valót is adának nékünk.
Acts.28.11 | Három hónap után azért, egy Alexándriába való hajóban hajókázánk: melly hajó ott a szigetben telelt vala, mellynek czímére vala Kásztor és Pollux.
Acts.28.12 | És Szirákúzába jutván, ott maradánk harmadnapig.
Acts.28.13 | Onnét kerülvén jutánk Régiomba, és azután másodnapon, mikor a déliszél fúna, másodnapra jutánk Púteoli városba.
Acts.28.14 | Hol mikor valami Atyafiakat találtunk vala, kérének minket, hogy ott maradnánk hetednapig, és úgy mennénk azután Rómába.
Acts.28.15 | Honnét, mikor az Atyafiak a mi dolgainkat megértették volna, nékünk előnkbe jövének mind az Appius piaczáig és a három Tabernákig, kiket mikor Pál látott volna, az Istennek hálákat adván, bátorságot vőn.
Acts.28.16 | Mikor pedig Rómába jutottunk volna, a Százados adá a foglyokat a sereg Fejedelmének: de megengedénk Pálnak, hogy külön laknék egy vitézlővel, ki őtet őrizné.
Acts.28.17 | Lőn pedig ez, hogy harmadnappal azután, egybegyüjtené Pál a Zsidók között való Főembereket, kik mikor bégyültek volna, monda nékik: Én atyámfijai férjfiak! jóllehet semmit nem vétkeztem a nép ellen, és a mi Atyáinknak rendtartások ellen; mindazáltal fogva adattattam Jérusálembe a Rómaiak kezekbe.
Acts.28.18 | Kik én felőlem megértekezvén, akarnak vala engemet elbocsátani, mivelhogy én bennem halálra való vétek nem volna.
Acts.28.19 | De mikor az Zsidók ellenzenék azt, kénszerittem a Császárra apellálni: nem úgy mintha valamit tudnék, mellyben az én nemzetségemet vádolhatnám.
Acts.28.20 | Ennekokáért hivattalak azért titeket, hogy titeket látnálak, és veletek szólnék, mert az Izráelnek reménységéért vétettem körűl e vaslánczczal.
Acts.28.21 | Azok pedig mondának néki: Mi te felőled sem levelet nem vettünk Júdeából, sem pedig az Atyatiak közzűl, kik ide jöttek, egy is nem jelentett, és nem szólott te felőled semmi gonoszt.
Acts.28.22 | Akarjuk pedig érteni tőled micsoda értelemben vagy; mert mi tudjuk hogy e szerzetnek mindenütt ellene mondanak.
Acts.28.23 | Mikor azért napot tettek volna annak, jövének az ő szállására sokan, kiknek nagy bizonyságtétellel szól vala az Istennek országa felől, igyekezvén ő velek elhitetni azokat, mellyek a Jézus Krisztusról vagynak, a Mózes törvényéből és a Prófétákból, reggeltől fogva mind estvéig.
Acts.28.24 | És némellyek hisznek vala az ő beszédének, némellyek pedig nem hisznek vala.
Acts.28.25 | És mikor magokban meghasonlottak volna, elmenének, mikor Pál e beszédet mondotta volna: Jól szólott a Szent Lélek Ésaiás Próféta által a mi atyáinknak.
Acts.28.26 | Mondván: Eredj el e nép közzé, és mond ezt; Hallván halljátok és nem értitek, és látván látjátok s által nem látjátok;
Acts.28.27 | Mert megkövéredett e népenk szive, és az ő füleikkel nehezen hallanak, és az ő szemeiket béhunyják hogy szemeikkel ne lássanak, füleikkel ne halljanak, és szivekkel ne értsenek, meg ne térjenek, hogy meggyógyitsam őket.
Acts.28.28 | Legyen azért néktek tudtotokra, hogy a Pogány népeknek küldetett az Istennek ez idvezitése, és ők hallgatják.
Acts.28.29 | Mikor azért ezekeet mondotta vona, kimenének a Zsidók, magok között sokat vetekedvén.
Acts.28.30 | Marada azért Pál két egész esztendeig az ő tulajdon szállásán; és mindeneket béfogad vala, a kik ő hozzá mennek vala.
Acts.28.31 | Prédikálván az Istennek orszgát, és tanitván azokat, a mellyek vagynak az Úr Jézus Krisztus felől, minden szabadsággal, minden tiltás nélkűl.
