Gen.1.1 | Kezdetben teremté Isten a mennyet és a földet.
Gen.24.3 | Hogy megeskesselek tégedet az Úrra, a mennynek Istenére, és a földnek Istenére, hogy nem vészesz feleséget az én fiamnak a Kananeusoknak leányai közzűl, kik között én lakom.
Gen.24.4 | Hanem elmégy az én földembe, és az én rokonságim közé és onnét vész az én fiamnak Izsáknak feleséget.
Gen.24.5 | Monda pedig őnéki az a szolga: Talán nem akar az a leányzó én velem eljőni e földre, visszavigyem-é azért a te fijadat a földre a honnét kijöttél?
Gen.24.6 | Kinek felele Ábrahám: Meglásd, az én fiamat oda vissza ne vigyed.
Gen.24.7 | Az Úr a mennynek Istene, ki engemet kihozott az én atyámnak házából, és az én rokonságimnak földökből; a ki is énnékem szólott, és a ki énnékem megesküdt, ezt mondván: A te magodnak adom ezt a földet; elbocsátja az ő Angyalát te előtted, és onnét végy az én fiamnak feleséget.
Gen.24.8 | Hogyha nem akar a leány te veled eljőni, ment ember lészesz az én esketésemtől: csakhogy az én fiamat oda ne vigyed.
Gen.24.9 | Veté azért a szolga az ő kezét az ő urának Ábrahámnak tompora alá, és meegesküvék néki e dolog felől.
Gen.24.10 | És minekutánna vett volna a szolga tíz tevéket az ő urának tevéi közzűl hogy elmenne; (mert az ő urának minden gazdagsága annak kezében vala). Felkelvén elméne Mésopotámiába, a városba, mellyben Nákhor lakik vala.
Gen.24.11 | És megnyugotá a tevéket a város kivűl egy kőtfőnél, estve felé, mikor tudniillik ki szoktak vala menni a leányzók vizet merítni.
Gen.24.12 | És monda a szolga: Uram! én uramnak Ábrahámnak Istene, adjad hogy nyerjem meg azt ma a mit én kivánok, és cselekedjél irgalmasságot az én urammal Ábrahámmal.
Gen.24.13 | Ímé én állok e víznek forrása mellé, és e város lakosainak leányai kikőnek vizet merítni.
Gen.24.14 | Legyen azért ez: Hogy a leányzó a kinek azt mondándom: Hajtsd meg a te vedredet, hogy igyam, és az azt mondándja: igyál, sőt annak felette a te tevéidet is megitatom: Legyen az, a kit szerzettél a te szolgádnak Izsáknak, és ezen esmérjem meg, hogy irgalmasságot cselekedtél az én urammal.
Gen.24.15 | És azonképen lett: Mert minekelőtte elvégezte volna a beszédet, ímé Rebeka kijő vala, melly született vala Béthuelnek a Milkhah fijának, melly Milkhah Nákhornak az Ábrahám attyafiának felesége vala: és az ő vedre vala az ő vállán.
Gen.24.16 | A leányzó pedig felette szép ábrázatú vala, és férjfiútól nem esmértetett szűz, ki a forrásra aláméne, és megmerítvén az ő vedrét, feljő vala a forrástól.
Gen.24.17 | Akkor a szolga eleibe futamodván, monda: Kérlek adj innom énnékem egy kevés vizet a te vedredből.
Gen.24.18 | Ki monda: Igyál jó uram, és hamar leeresztvén a vedret az ő kezére, inni ada néki.
Gen.24.19 | És minekutánna inni adott volna néki, monda: A te tevéidnek is meritek vizet, míg eleget nem isznak.
Gen.24.20 | És nagy sietséggel kitöltvén az ő vedréből a vizet a válúba, elfutamodék ismét a forrásra, hogy merítene, és meríte mind az ő tevéinek.
Gen.24.21 | Azonközben a szolga álmélkodik vala ő rajta, és veszteg hallgatván, gondolkodik vala azon, hogy megtudhatná hogyha az Úr megszerencsésítette volna-é az ő útát, vagy nem.
Gen.24.22 | És minekutánna elvégezték volna a tevék az italt, vett elő a 9 szolga egy aranyfüggőt, melly fél siklust nyom vala, mellyet ada a leány orczájára, és két aranypereczet a leánynak karjaira, melly tíz arany siklust nyom vala.
Gen.24.23 | És monda: Kicsoda leánya vagy te? kérlek mond meg nékem: vagyon-é a te atyádnak házában ott hálásra való helyünk?
Gen.24.24 | Kinek felele a leány: Béthuelnek Milkhah fijának leánya vagyok melly Béthuelt szült Milkhah, Nákhornak.
Gen.24.25 | Azután monda: Mind szalma, mind abrak elég vagyon mi nálunk, és hálásra való hely is vagyon.
Gen.24.26 | Meghajtá magát azért az a férjfiú, és imádá az Urat.
Gen.24.27 | És monda: Áldott az Úr az én uramnak Ábrahámnak Istene, ki nem vonta meg az ő irgalmasságát és igaz mondását, az én uramtól; mert engemet ez én útamban az Úr vezérlett az én uram attyafiainak házokhoz.
Gen.24.28 | Elfuta azon közben a leányzó, és meegmondá az ő annya házában a mint e dolog lett volna.
Gen.24.29 | Rebekának pedig vala báttya, kinek neve Lábán vala; sietséggel kiméne azért Lábán a férjfiúhoz a forráshoz.
Gen.24.30 | Mert mikor látta volna a függőt, és az aranypereczeket az ő hugának karjain, és hallotta volna hugának Rebekának beszédét, hogy ezt mondaná: Így s így szóla nékem az a férjfiú, úgy méne ki a férjfiúhoz, és ímé ő áll vala a tevék mellett a forrásnál.
Gen.24.31 | És monda: Jöjj bé Istennek áldott embere; mit állasz itt kinn? holott én éked házat készítettem, és helyet a tevéknek.
Gen.24.32 | És béméne azért a házhoz és a tevékről leszedé a terhet, és ada Lábán a tevéknek szalmát és abrakot: és vizet az ő lábainak és a férjfiak lábaiknak megmosására kik ő vele valának.
Gen.24.33 | És mikor ételt tettek volna ő eleibe, monda: Nem eszem, mígnem megmondom az én beszédemet. Monda azért Lábán: Mond meg.
Gen.24.34 | Monda azért: Én az Ábrahám szolgája vagyok.
Gen.24.35 | Az Úr pedig igen megáldotta az én uramat, annyira hogy igen felnevekedett: mert adott néki juhokat, barmokat, ezüstöt, aranyat, szolgákat, szolgálóleányokat, tevéket, szamarakat.
Gen.24.36 | És szült Sára az én uramnak felesége fiat az én uramnak, az ő vénségében, és az én uram minden jószágát s marháját annak adta.
Gen.24.37 | És esküvéssel kötelezett az én uram engemet, mondván: Ne végy feleséget az én fiamnak a Kananeusoknak leányai közzül, kiknek földökben én lakom.
Gen.24.38 | Hanem az én atyámnak házához menj, és az én rokonságim közzé, hogy onnét végy feleséget az én fiamnak.
Gen.24.39 | Mikor pedig azt mondanám az én uramnak: Netalán nem akar én velem eljőni az a leányzó.
Gen.24.40 | Monda nékem: Az Úr kinek előtte én szüntelen jártam, elbocsátja az ő angyalát te veled, és megszerencsésíti a te útadat, hogy vehess feleséget az én fiamnak az én nemzetségem közzűl, és az én atyám házából.
Gen.24.41 | Akkor szabadulsz meg az én esketésemtől mellyel köteleztelek, mikor az én nemzetségem közzé jutándasz; és ha nem adnak leányzót, megszabadulsz az én esketésemtől.
Gen.24.42 | Minekutánna azért ma a forráshoz jutottam volna, mondék: Uram, én uramnak az Ábrahámnak Istene, ha te most megszerencsésíted az én útamat mellyen én járok:
Gen.24.43 | Ímé én állok e forrás mellett; legyen azért ez, hogy a melly leányzó kijő vizet merítni, kinek azt mondom: Adj innom nékem egy kevés vizet a te vedredből.
Gen.24.44 | És az ezt feleléndi: Te is igyál, a te tevéidnek is merítek; az legen a feleség, mellyet rendelt az Úr az én uram fijának.
Gen.24.45 | Minekelőtte pedig elvégeztem volna az én szivemben a beszédet, ímé Rebeka kijő vala, kinek vállán vala az ő vedre, ki a forrásra alámenvén meríte, és mondék néki: Adj innom kérlek.
Gen.24.46 | Ő pedig azonnal leereszté az ő vedrét és monda: Igyál, sőt a te tevéidnek is inni adok; ivám annakokáért, s a tevéknek is inni ada.
Gen.24.47 | Kérdém pedig őtet és mondék: Ki leánya vagy? ő felele: Béthuelnek Nákhor fijának leánya vagyok, kit Milkhah szült vala őnéki; és úgy adám a függőt az ő orczájára, és az aranypereczeket az ő karjaira.
Gen.24.48 | Meghajtván azért magamat, imádám az Urat, és áldám az Urat, az én uramnak Ábrahámnak Istenét, ki engem igaz úton hordozott, hogy az én uramnak attyafiának leányát venném az ő fijának feleségül.
Gen.24.49 | Most annakokáért, ha kegyelmességet és tökéletességet akartok az én urammal cselekedni, mondjátok meg: hogyha nem, azt is mondjátok meg: hogy térjek vagy jobb vagy balkézre.
Gen.24.50 | Akkor felelének Lábán és Béthuel, és mondanának: Az Úrtól vagyon e dolog: Nem mondhatunk ellened vagy jót vagy gonoszt.
Gen.24.51 | Ímé Rebeka te előtted vagyon, vegyed, menj el; és legyen felesége a te urad fijának, a mint az Úr elvégezte.
Gen.24.52 | És minekutánnal halotta volna az Ábrahám szolgája azoknak beszédeket, meghajtá magát a földig az Úrnak.
Gen.24.53 | Hoza azért elő a szolga ezüst és arany edényeket és ruhákat, és adá azokat Rebekának: drága ajándékokat ada az ő báttyának is és az ő annyának.
Gen.24.54 | Evének azért is ivának, ő és a férjfiak kik ő vele valának, és ott hálának az éjszaka: Reggel pedig mikor felköltek volna, monda: Bocsássatok vissza engemet az én uramhoz.
Gen.24.55 | Monda pedig a Rebeka báttya és annya: Hadd legyen velünk a leányzó egynéhány napokon, bátor csak tíz napig, azután menjen el.
Gen.24.56 | A szolga pedig monda nékik: Ne késleljetek meg engemet, holott az Úr megáldotta az én útamat; bocsássatok el azért engemet hogy menjek az én uramhoz.
Gen.24.57 | Mondanák akkor: Hívjuk elő a leányt, és kérdjük meg őtet.
Gen.24.58 | Szóliták azért Rebekát, és mondának néki: Akarsz-é elmenni e férfiúval? és monda: Elmegyek.
Gen.24.59 | Elbocsátván azért Rebekát az ő hugokat, és az ő dajkáját, és az Ábrahám szolgáját, és a férjfiakat kik vele valának.
Gen.24.60 | Megáldák Rebekát, mondván néki: Mi hugunk vagy, szaporodjál ezerszer való ezerig, és bírja a te magod az ő ellenségeinek kapuját.
Gen.24.61 | Felkelvén azért Rebeka és az ő szolgálóleányai, és a tevékre felülvén, követék azt a férjfiat; és felvévén a szolga Rebekát, elméne.
Gen.24.62 | Izsák pedig visszajő vala a Lakhai Roi forrástól; ő pedig lakik vala a Kanaán földének fél felől vaó részében.
Gen.24.63 | Mert kiment vala Izsák hogy imádkoznék a mezőn immár estve felé, ki mikor az ő szemeit felemelte volna, látá jőni a tevéket.
Gen.24.64 | Rebeka is pedig felemelvén az ő szemeit, látá Izsákot, és leszálla a tevéről.
Gen.24.65 | Mert mikor kérdené a szolgától: Kicsoda ama férjfiú ki a mezőn előnkbe jő? Azt felelte vala a szolga: Az az én uram; és ragdván palástját béfedezé magát.
Gen.24.66 | Megbeszélé azért a szolga Izsáknak minden dolgait a mellyeket cselekedett vala.
Gen.24.67 | Bévivé pedig Rebekát Izsák Sárának az ő annyának sátorába, és elvevé Rebekát hogy néki felesége lenne, és szereté őtet: és e képen megvígasztaltaék Izsák az ő annya holta után.

Gen.25.1 | Ábrahám pedig vett magának feleséget, kinek neve Ketúráh vala.
Gen.25.2 | Ki szülé néki Zimránt, Joksánt, Médánt, Midiánt, Isbákot és Suakhot.
Gen.25.3 | Joksán pedig nemzué Sébát, és Dédánt. Dédánnak pedig fijai valának: Assurim, Létusim és Leummim.
Gen.25.4 | Midiánnak pedig fijai: Efah, Efer, Hánok, Abida és Eldaah: Mind ezek Ketúráhnak fijai.
Gen.25.5 | Valamije pedig Ábrahámnak vala, mind azokat Izsáknak adta vala.
Gen.25.6 | Az ő ágyasainak pedig fijainak, a melly ágyasai néki valának, ada Ábrahám ajándékokat, és elválasztá azokat az ő fijától Izsáktól még életében napkelet felé, napkeleti tartományba.
Gen.25.7 | E pedig Ábrahám életének esztendeinek ideje, a melly esztendőkig élt, száz hetvenöt esztendők.
Gen.25.8 | És elfogyatkozván meghala Ábrahám, jó vénséggel megelégedvén, és az ő népéhez takaríttaték.
Gen.25.9 | Eltemeték azért őtet Izsák és Ismáel az ő fijai a Makpela temetőhelyben, Efronnak Khitteus Soár fijának mezejében, melly Mamré ellenébe vagyon.
Gen.25.10 | A mezőben mellyet vett vala Ábrahám a Khéth fijaitól: ott temettetett el Ábrahám és az ő felesége Sára.
Gen.25.11 | Minekutánna pedig meghala Ábrahám, megáldá Isten az ő fiját Izsákot; lakozék peeig Izsák a Lakhai Roi (az az, engem látó élőnek) forrásánál.
Gen.25.12 | Ezek pedig az Ábrahám fijának Ismáelnek nemzetségei, melly Ismáelt szült vala az égyiptombeli Hágár a Sára szolgálóleánya Ábrahámnak.
Gen.25.13 | Ezek azért az Ismáel fijainak nevek, az ő nevek szerint, az ő nemzetségek szerint: Ismáelnek elsőszülette Nébajót, azután Kédar, Adbeél, és Mibszám.
Gen.25.14 | És Misma, Dúmah, Massza.
Gen.25.15 | Hadar, Téma, Jetúr, Náfis és Kedmah.
Gen.25.16 | Ezek az Ismáel fijai, és ezek azoknak neveik az ő falujokban, udvarokban, tizenkét fejedelmek az ő nemzetségek szerint.
Gen.25.17 | Ezek pedig az Ismáel életének esztendei, száz harminczhét esztendők: és elfogyatkozék, s meghala, és az ő népéhez takaríttaték.
Gen.25.18 | Lakoztak pedig Haviláhtól fogva mind Súrig, melly Égyiptom ellenében vagyon, mind az útig a mellyen Assiriába mennek, és az ő attyafiai előtt holt meg.
Gen.25.19 | Ezek pedig Izsáknak az Ábrahám fijának nemzései: Ábrahám nemzé Izsákot.
Gen.25.20 | Izsák pedig negyven esztendős vala mikor Rebekát a Siriából való Béthuelnek leányát, (melly Siria a vizek közt vala) a Siriából való Lábánnak hugát, feleségül vette magának.
Gen.25.21 | És könyörge Izsák az Úrnak az ő feleségéért, mivelhogy meddő vala, és az Úr megkegyelmeze néki: fogada azért Rebeka, az ő felesége méhében.
Gen.25.22 | Tusakodnak vala pedig magok közt a fiak az ő méhében; annakokáért azt mondá: Ha így lészen, miért fogadtam az én méhemben? Elméne azért hogy megkérdené az Urat.
Gen.25.23 | És monda az Úr őnéki: Két nemzetség vagyon a te méhedben: és két külömböző népek származnak a te méhedből, egyik nép a másiknál erősebb lészen, és a nagyobbik szolgál a kisebbiknek.
Gen.25.24 | És mikor bétöltek volna a szülésnek napjai, imé kettős gyermekek találtatának az ő méhében.
Gen.25.25 | A melly először születék, vala posgás és mindenestől szőrös mint egy lasnak; és nevezék azt Ézsaúnak.
Gen.25.26 | Azután születék annak attyafia, és az, az ő kezével tartja vala Ézsaúnak sarkát; azért nevezék azt Jákóbnak. Izsák pedig hatvan esztendős vala mikor ezeket szülé Rebeka.
Gen.25.27 | Felnevekedének azért e gyermekek, és Ézsaú tudós vadász és mezei ember vala; Jákób pedig szelíd ember és sátorban lakozó vala.
Gen.25.28 | Szereti vala azért Izsák Ézsaút, mert annak vadászása kedves vala az ő szájának; Rebeka pedig szereti vala Jákóbot.
Gen.25.29 | Főze pedig Jákób valami pépet, és megjöve Ézsaú nagy fáradva a mezőről.
Gen.25.30 | És monda Ézsaú Jákókban: Engedd hogy egyem e veres étekben, mert igen megfáradtam, annakokáért nevezék őtet Edomnak.
Gen.25.31 | Felele Jákób: Add el én nékem tehát ma a te elsőszületésednek igazságát.
Gen.25.32 | És monda Ézsaú: Ímé én halni mégyek (mindennap vadászni menvén a halálhoz közel vagyok), mit használ azért nékem az én elsőszületésem?
Gen.25.33 | És monda Jákób: Esküdj meg tehát nékem ma, és megesküvék néki és eladá az ő elsőszületését Jákóbnak.
Gen.25.34 | Jákób ezért ada Ézsaúnak kenyeret, és lencséből főzött pépet, ki evék és ivék, és felkelvén elméne: és illyen módon megutálá Ézsaú az ő elsőszületését.

Gen.26.1 | Lett pedig nagy éhség abban a tartományban, az elébbi éhség után, melly volna Ábrahám idejében. Elméne azért Izsák Abimélekhez a Filiszteusok Királyához Gérárba.
Gen.26.2 | Mert megjelent vala néki az Úr és ezt mondotta vala: Ne menj alá Égyiptomba, hanem lakjál azona földön mellyet mondándok tenéked.
Gen.26.3 | Lakjál mint jövevény e tartományban, és lészek te veled és megáldalak téged; mert tenéked és a te magodnak adom mind ezeket a tartományokat, hogy megerősítsem amaz én esküvésemet, melylyel megesküdtem Ábrahámnak a te atyádnak.
Gen.26.4 | Megsokasítom a te magodat is mint az égnek csillagait, és a te magodnak adom mind ezekeet a tartományokat: és megáldatnak a te magodban e földnek minden nemzetségei.
