Matt.1.1 | JÉZUS KRISZTUSNAK, Dávid fijának és Ábrahám fijának nemzetségéről való Könyv.
Matt.27.35 | Minekutánna pedig megfesziték őtet, megoszták az ő ruháit, sorsot vetvén azokra, hogy bételnék a Próféta mondása: Megoszták magok közt az én ruháimat, és az én köntösömre sorsot vetének.
Matt.27.36 | És a kik ott ülnek vala, vigyáznak vala ő reá.
Matt.27.37 | És az ő feje felibe feltevék irva az ő halálának okát: EZ A JÉZUS, A ZSIDÓKNAK KIRÁLYOK.
Matt.27.38 | Akkor feszitének meg vele együtt két latrot, egyiket jobbkeze felől, a másikat balkeze felől.
Matt.27.39 | A kik pedig ő mellőle elmulnak vala, szidalmazzák vala őtet, az ő fejeket hajtogatván rajta.
Matt.27.40 | És ezt mondván: Te, ki az Isten templomát elrontod, és harmadnapra megépited, szabaditsd meg magadat; ha Isten Fija vagy, szállj le a keresztfáról:
Matt.27.41 | Hasonlatosképen a Papifejedelmek is csufolván őtet az Irástudókkal és a Vénekkel, ezt mondják vala:
Matt.27.42 | Egyebeket megtartott, magát nem tarthatja meg: ha Izráel Királya, szálljon le most a keresztfáról, és hiszünk néki!
Matt.27.43 | Bizott az Istenben, szabaditsa meg őtet, ha kedvelli; mert ezt mondotta: Istennek Fija vagyok.
Matt.27.44 | A latrok is pedig, a kik vele megfeszittettek vala, ugyanazont hányják vala szemére.
Matt.27.45 | Hat órától fogva pedig setétség lőn mind az egész tartományban, mind kilencz órakorig.
Matt.27.46 | Kilencz órakor pedig felkiálta Jézus nagy szóval, ezt mondván: ELI, ELI, LAMA SABAKTANI! azaz: Én Istenem! Én Istenem! miért hagyál el engemet!
Matt.27.47 | Némellyek pedig azok közzűl, kik ott állanak vala, mikor ezt hallották volna, ezt mondják vala: Illyést hivja ez.
Matt.27.48 | És azonnal egy ő közzűlök oda futamodván, mikor egy spongyiát megtöltött volna eczettel, és valami nádszálra függesztette volna, adá néki hogy innék.
Matt.27.49 | A többi pedig ezt mondják vala: Hadd el, lássuk ha eljő-é Illyés, hogy megszabditsa őtet.
Matt.27.50 | Jézus pedig mikor viszontag kiáltott volna nagy felszóval, kibocsátá lelkét.
Matt.27.51 | És imé a templomnak kárpitja ketté hasada a felitől fogva mind az alsó részéig, és a föld megindula, és a kősziklák megrepedezének.
Matt.27.52 | És a koporsók megnyilatkozának, és sok szenteknek testek, kik elaludtak vala, feltámadának.
Matt.27.53 | Kik a koporsóból kijövén, Jézusnak feltámadása után bémentek a szent városba, s megjelentek sokaknak.
Matt.27.54 | A Százados pedig, és a kik ő vele valának őrizvén Jézust, mikor látták volna a földindulást, és azokat, a mellyek lettek vala, igen megrémülének, mondván: Bizony Istennek Fija vala ez.
Matt.27.55 | Valának pedig ott sok asszonyok, kik távol nézik vala ezeket, kik követték vala Jézust Galileából; és szolgálnak vala néki.
Matt.27.56 | Kik között vala Mária Magdaléna, és Mária, Jakabnak és Josának annyok, és a Zebedeus fijainak annyok.
Matt.27.57 | Mikor pedig immár estve volna, eljöve egy gazdag ember, ki Arímáthiából való vala, kinek neve József vala, ki is Jézusnak tanitványa vala.
Matt.27.58 | Az hozzá méne Pilátushoz, és megkéré Jézusnak testét: és parancsolá Pilátus, hogy megadnák az ő testét.
Matt.27.59 | És a József mikor a Jézus testét levette volna, bétakará azt tiszta gyoltsba.
Matt.27.60 | És helyhezteté az ő uj koporsójába, mellyet kősziklából vágatott vala ki; és nagy követ tévén a koporsó szájára, elméne.
Matt.27.61 | Ott vala pedig Mária Magdaléna, és a másik Mária, kik ülnek vala a koporsó ellenébe.
Matt.27.62 | Másodnap pedig, melly a Husvétra készülő nap után vala: gyülének a Papifejedelmek és a Farizeusok Pilátushoz.
Matt.27.63 | Ezt mondván: Uram! emlékezünk róla, hogy ama hitető még éltében megmondotta: Harmadnap feltámadok.
Matt.27.64 | Parancsold meg azért, hogy őrizzék a koporsót haramadnapig, hogy valamimódon el ne jöjjenek az ő tanitványai éjszakán, és ellopják őtet, és ezt monják a községnek: Feltámadott a halálból: és az utoló tévelygés gonoszb lészen az elsőnél.
Matt.27.65 | Monda nékik Pilátus: Vagynak őrizetre való vitézitek, menjetek el, és őriztessétek a mint tudjátok.
Matt.27.66 | Azok pedig elmenvén, megerősitik a koporsót, a követ megpecsételvén, és őrizőket vetvén mellé.

Matt.28.1 | A Szombatnak pedig végén, mikor viradna a hétnek első napjára, elméne Mária Magdaléna, és a másik Mária, hogy meglátnák a koporsót.
Matt.28.2 | És ime nagy földindulás lőn: mert az Úr Angyala mikor mennyből leszállott volna, és oda járult volna, elvevé a követ a koporsó ajtajáról, és felül azon ül vala.
Matt.28.3 | És vala az ő tekintete mint egy villámlás: és az ő ruhája fejér mint a hó.
Matt.28.4 | Az őrizők pedig az ő tőle való félelem miatt megrettenének, és ollyanok lőnek mint a holtak.
Matt.28.5 | Felelvén pedig az Angyal, monda az asszonyoknak: Ti ne féljetek: mert jól tudom, hogy a megfeszitett Jézust keresitek.
Matt.28.6 | Nincsen itt: mert feltámadott a mint megmondotta. Jöjjetek ide, lássátok a helyet, a hol feküdt az Úr.
Matt.28.7 | És hamar elmenvén, mondjátok meg az ő tanitványinak, hogy ő feltámadott a halálból: És imé előttetek megyen Galileába, ott meglátjátok őtet, ímé megmondottam néktek.
Matt.28.8 | És kijövén hamar a koporsóból, nagy félelemmel és örömmel futnak vala, hogy megmondanák az ő tanitványinak.
Matt.28.9 | És mikor mennének, hogy megmondanák az ő tanitványinak, imé Jézus eleibe méne nekik, ezt mondván: Egészséggel. Azok pedig járulának és megfogák az ő lábait, és térdre esvén tisztelék őtet.
Matt.28.10 | Akkor monda nékik Jézus: Ne féljetek; menjetek el, mondjátok meg az én atyámfiainak, hogy menjenek Galileába, ott engemet meglátnak.
Matt.28.11 | És mikor ők elmentek volna, imé az őrizők közzűl némellyek bémenének a városba. és megbeszélék a Papifejedelmeknek mind azokat, a mellyek lettek vala.
Matt.28.12 | Akkor azok öszvegyülvén a Vénekkel egybe, és tanácsot tartván, sok pénzt adának a vitézeknek.
Matt.28.13 | Ezt mondván: Ezt mondjátok: Az ő tanitványai jöttek el éjszakán, és azok lopták el őtet, mikor elaludtunk volna.
Matt.28.14 | Hogyha ezt hallja a Tziszttartó, mi elhitetjük vele, és titeket bátorságosokká tészünk.
Matt.28.15 | Azok pedig a pénzt felvévén, ugy cselekedének, a mint őket megtanitották vala. És mind e mai napig a Zsidóknál elhirdeték e beszédet.
Matt.28.16 | A tizenegy tanitványok pedig elmenének Galileába, a hegyre, a hová hagyta vala nékik Jézus.
Matt.28.17 | És mikor látták volna őtet; némellyek pedig kételkedtek vala
Matt.28.18 | És hozzájok járulván Jézus, szóla nékik, mondván: Teljes hatalom adatott nékem mennyen és földön.
Matt.28.19 | Azért elmenvén, tanitsatok minden néepeket, megkeresztelvén őket Atyának, Fiunak és Szent Léleknek nevébe..
Matt.28.20 | Tanitván őket, hogy megtartsák mind azokat, mellyeket én parancsoltam néktek. És imé én ti veletek vagyok minden napon e világ végezetéig; Ámen!
