Exod.1.1 | Ezek pedig az Izráel fiainak nevei, a kik Jákóbbal Égyiptomba menének; kiki az ő házanépével méne:
Exod.34.6 | És az Úr elvonula ő előtte és kiálta: Az Úr, az Úr, irgalmas és kegyelmes Isten, késedelmes a haragra, nagy irgalmasságú és igazságú.
Exod.34.7 | A ki irgalmas marad ezeríziglen; megbocsát hamisságot, vétket és bűnt: de nem hagyja a [bűnöst] büntetlenül, megbünteti az atyák álnokságát a fiakban, és a fiak fiaiban harmad és negyedíziglen.
Exod.34.8 | És Mózes nagy sietséggel földre borula, és lehajtá [fejét.]
Exod.34.9 | És monda: Uram, ha előtted kedvet találtam, kérlek járjon az Úr velünk; mert keménynyakú nép ez! Kegyelmezz a mi vétkeinknek és gonoszságunknak, és fogadj minket örökségeddé.
Exod.34.10 | Ő pedig monda: Ímé szövetséget kötök; a te egész néped előtt csudákat teszek, a milyenek nem voltak az egész földön, sem a népek között, és meglátja az egész nép, a mely között te vagy, az Úrnak cselekedeteit; mert csudálatos az, a mit én cselekszem veled.
Exod.34.11 | Jegyezd meg magadnak a mit ma parancsolok néked. Ímé kiűzöm előled az Emoreust, Kananeust, Khittheust, Perizeust, Khivveust, Jebuzeust.
Exod.34.12 | Vigyázz magadra, nehogy szövetséget köss annak a földnek lakosaival, a melybe bemégy, hogy botránkozásra ne legyen közötted.
Exod.34.13 | Hanem oltáraikat rontsátok el, törjétek össze bálványaikat, és vágjátok ki berkeiket.
Exod.34.14 | Mert nem szabad imádnod más istent; mert az Úr, a kinek neve féltőn szerető, féltőn szerető Isten ő.
Exod.34.15 | Hogy valamiképen szövetséget ne köss annak a földnek lakosaival, hogy a mikor isteneiket követvén paráználkodnak, és áldoznak az ő isteneiknek, és meghívnak téged, egyél az ő áldozatukból.
Exod.34.16 | És [feleséget] ne végy az ő leányaik közül a te fiaidnak, hogy mikor paráználkodnak az ő leányaik isteneiket követvén, a te fiaidat is paráználkodásra vigyék, az ő isteneiket követvén.
Exod.34.17 | Ne csinálj magadnak öntött isteneket.
Exod.34.18 | A kovásztalan kenyér innepét megtartsad: hét nap egyél kovásztalan kenyeret, a mint megparancsoltam néked, az Abib hónap ideje alatt; mert Abib hónapban jöttél ki Égyiptomból.
Exod.34.19 | Mindaz a mi az anyja méhét megnyitja, enyém legyen, és minden hímbarmod is, a mely a te tehenednek vagy juhodnak első fajzása.
Exod.34.20 | De a szamárnak első vemhét juhon váltsd meg; ha pedig nem váltod, szegd nyakát. Fiaid közül minden elsőszülöttet megválts, és ne jöjjön üresen előmbe senki.
Exod.34.21 | Hat napon munkálkodjál, a hetedik napon pedig pihenj; szántás és aratás idején is pihenj.
Exod.34.22 | A hetek innepét is megtartsd a búza zsengének aratásakor; meg a betakarás innepét is az esztendő végén.
Exod.34.23 | Háromszor esztendőnként minden férfiú jelenjen meg az Úrnak, Izráel Ura Istenének színe előtt.
Exod.34.24 | Mert kiűzöm a népeket előled, és kiszélesítem határodat, és senki nem kívánja meg a te földedet, mikor felmégy, hogy a te Urad Istened előtt megjelenjél, esztendőnként háromszor.
Exod.34.25 | Áldozatom vérét ne ontsd ki kovász mellett, és a husvét innepének áldozatja ne maradjon meg reggelig.
Exod.34.26 | Földed zsengéiből az elsőt vidd fel az Úrnak a te Istenednek házába. Ne főzz gödölyét az anyja tejében.
Exod.34.27 | És monda az Úr Mózesnek: Írd fel ezeket a szavakat; mert ezeknek a szavaknak értelme szerint kötöttem szövetséget veled és Izráellel.
Exod.34.28 | És ott vala az Úrral negyven nap és negyven éjjel: kenyeret nem evett, vizet sem ivott. És felírá a táblákra a szövetség szavait, a tíz parancsolatot.
Exod.34.29 | És lőn, a mikor Mózes a Sinai hegyről leszálla, (a Mózes kezében vala a bizonyság két táblája, mikor a hegyről leszálla) Mózes nem tudta, hogy az ő orczájának bőre sugárzik, mivelhogy Ővele szólott.
Exod.34.30 | És a mint Áron és az Izráel minden fiai meglátták Mózest, hogy az ő orczájának bőre sugárzik: féltek közelíteni hozzá.
Exod.34.31 | Mózes pedig megszólítá őket, és Áron és a gyülekezetnek fejei mind hozzá menének, és szóla velök Mózes.
Exod.34.32 | Azután az Izráel fiai is mind hozzá járulának, és megparancsolá nékik mind azt, a mit az Úr mondott néki a Sinai hegyen.
Exod.34.33 | Mikor pedig elvégezte Mózes velök a beszédet, leplet tőn orczájára.
Exod.34.34 | És mikor Mózes az Úr elébe méne, hogy vele szóljon, levevé a leplet, míg kijőne. Kijövén pedig, elmondá az Izráel fiainak, a mi parancsot kapott.
Exod.34.35 | És az Izráel fiai láták a Mózes orczáját, hogy sugárzik a Mózes orczájának bőre; és Mózes a leplet ismét orczájára borítá, mígnem beméne, hogy Ővele szóljon.

Exod.35.1 | És egybegyűjté Mózes az Izráel fiainak egész gyülekezetét, és monda nékik: Ezek azok a dolgok, a melyeket parancsolt az Úr, hogy cselekedjétek:
Exod.35.2 | Hat napon át munkálkodjatok; a hetedik nap pedig szent legyen előttetek, az Úr nyugodalmának szombatja. Valaki azon munkálkodik, megölettessék.
Exod.35.3 | Ne gerjeszszetek tüzet a ti házaitokban szombatnapon.
Exod.35.4 | És szóla Mózes az Izráel fiai egész gyülekezetének, mondván: Ez az, a mit az Úr parancsolt, mondván:
Exod.35.5 | Szedjetek magatok közt ajándékot az Úrnak, mind, a kinek szíve önként hajlandó arra, hozzon ajándékot az Úrnak, aranyat, és ezüstöt, és rezet.
Exod.35.6 | És kék, és bíborpiros, és karmazsinszínű, és [lenfonalat], és kecskeszőrt.
Exod.35.7 | Veresre festett kosbőröket, és borzbőröket és sittim-fát.
Exod.35.8 | Világító olajat, arómákat a kenet olajához, és fűszereket a füstöléshez.
Exod.35.9 | Ónix köveket és foglalni való köveket az efódhoz és a hósenhez.
Exod.35.10 | És a kik ti köztetek ahhoz értők, jőjjenek elő, hogy csinálják meg mindazt, a mit az Úr parancsolt:
Exod.35.11 | A hajlékot, annak sátorát és takaróját, horgait, deszkáit, reteszrúdjait, oszlopait és talpait.
Exod.35.12 | A ládát és annak rúdjait, a fedéllel egybe, és a takaró függönyt.
Exod.35.13 | Az asztalt és annak rúdjait, és minden edényét, és a szent kenyerek[hez való]kat.
Exod.35.14 | A világító gyertyatartót és a hozzá való eszközöket, mécseit, és világító olajt.
Exod.35.15 | A füstölő oltárt és rúdjait, a kenetnek olaját, és a jó illatú füstölőt, a hajlék ajtajára ajtótakarót.
Exod.35.16 | Az egészen égőáldozat oltárát, annak réz rostélyát, rúdjait és minden eszközeit, a mosdómedenczét és annak lábát.
Exod.35.17 | A pitvar szőnyegeit, oszlopait, talpait, és a pitvar kapujának leplét.
Exod.35.18 | A hajlék szegeit, a pitvar szegeit, és azoknak köteleit.
Exod.35.19 | A szolgálati ruhákat, a szent hajlékban való szolgálathoz, a szent ruhákat Áron papnak, és az ő fiainak ruháit, a papi szolgálatra.
Exod.35.20 | Azután kiméne az Izráel fiainak egész gyülekezete Mózes elől.
Exod.35.21 | És eljöve mindenki, a kit a szíve indíta, és a kit lelke hajt vala, és hozának áldozatot az Úrnak, a gyülekezet hajlékának készítéséhez, és annak minden szolgálatához, és a szent ruhákhoz valókat.
Exod.35.22 | És jövének férfiak és asszonyok együtt, mind, a kit szíve indított, hozának kapcsokat, függőket, gyűrűket, karpereczet, mindenféle arany eszközöket; a férfiak is, mind a kik aranyból hoztak áldozatot az Úrnak.
Exod.35.23 | És minden ember, kinek a mije vala, hozott kék, bíborpiros, és karmazsinszínű, és [lenfonalat], kecskeszőrt, veresre festett kosbőröket és borzbőröket.
Exod.35.24 | Minden, a ki ezüstöt vagy rezet vihetett, felhozá azt áldozatul az Úrnak, és a kiknél sittim-fa találtaték a szolgálat különböző szükségeire, felhozák azt.
Exod.35.25 | Az asszonyok közűl pedig mind, a kik ahhoz értettek, saját kezeikkel fonának, és felvivék azt a mit fontak, a kék, és a bíborpiros, és a karmazsinszínű, és a [lenfonalat].
Exod.35.26 | Azok az asszonyok pedig, a kik ahhoz értettek, fonának kecskeszőrt.
Exod.35.27 | A főemberek pedig hozának ónix köveket, foglalni való köveket az efódhoz és a hósenhez.
Exod.35.28 | Illatozó szert is és olajat, a mécsbe és a kenethez, és fűszereket a füstöléshez.
Exod.35.29 | Minden férfi és asszony, a kit szíve önként indíta, hogy áldozzon az egész munkára, melyet az Úr parancsolt Mózes által, hogy véghez vigyenek: [mind] önként hoztak ajándékot az Úrnak az Izráel fiai.
Exod.35.30 | És monda Mózes az Izráel fiainak: Ímé az Úr név szerint hívta el Bésaléelt, a Húr fiának Urinak fiát, a Júda nemzetségéből.
Exod.35.31 | És betöltötte őt Istennek lelkével, bölcseséggel, értelemmel és tudománynyal minden mesterségben:
Exod.35.32 | Hogy tudjon kigondolni mindent a mit aranyból, ezüstből és rézből kell csinálni;
Exod.35.33 | És foglalásra való köveket metszeni, és fát faragni; és minden mesterséges munkát végezni.
Exod.35.34 | Azontúl alkalmatossá tette arra is, hogy tanítson, mind ő, mind Aholiáb az Akhiszamák fia, a Dán nemzetségéből.
Exod.35.35 | Betöltötte őket bölcseség lelkével, hogy tudjanak mindenféle faragó, és kötő, és hímző munkát készíteni, kék és bíborpiros, karmazsinszínű és lenfonálból, és takácsmunkát, a kik készítenek ilyenféle munkát és kigondolnak mesterműveket.
Exod.35.36 | Azért Bésaléel és Aholiáb, és mindazok a bölcs férfiak, kiknek az Úr bölcseséget és értelmet adott, hogy meg tudják csinálni a szent [hajlék] szolgálatához való minden eszközöket: csinálják meg egészen úgy, a mint az Úr parancsolta.

Exod.36.1 | Elhívá azért Mózes Bésaléelt, és Aholiábot, és mindazokat a bölcs férfiakat, a kiknek elméjébe tudományt adott vala az Úr, és mind a kit szíve arra indíta, hogy járuljon annak a munkának végrehajtásához.
Exod.36.2 | És átvevék Mózestől mind azt az ajándékot, a mit az Izráel fiai hoztak vala, a szent [hajlék] felépítésének szolgálatára. Azontúl is minden reggel önkéntes ajándékot is hoztak.
Exod.36.3 | Eljövének azért mind azok a bölcsek, kik a szent hajlék minden munkáján dolgoztak, kiki a maga munkájától, a melyen dolgozott.
Exod.36.4 | És ezt mondák Mózesnek: Többet hord a nép [ajándékba], mint a mennyi kell a munka elkészítésére, a melyet parancsolt az Úr, hogy csináljunk.
Exod.36.5 | Parancsola azért Mózes, és hírré tevék a táborban: Se férfi, se asszony ezután ne készítsen ajándékot a szent munkára. És megszünék a nép hordani.
Exod.36.6 | És az egész munka elvégzésére elég volt az adomány, még felesleges is.
Exod.36.7 | És mind a bölcs szívű [férfiak], kik munkálkodának, készíték a hajlékot, tíz kárpittal: sodrott lenből és kék, és bíborpiros és karmazsinszinűből, Kérubokkal, mestermunkával készíték azokat.
Exod.36.8 | Egy-egy kárpit hossza huszonnyolcz sing, szélessége egy-egy kárpitnak négy sing vala; egy mértéke vala minden kárpitnak.
Exod.36.9 | És öt kárpitot foglalának egybe, és ismét a más öt kárpitot is egybefoglalák, egyiket a másikkal.
Exod.36.10 | És csinálának kék hurkokat az első kárpitnak szélére, a mely szélről vala az egybefoglalásban; hasonlót csinálának a külső kárpit szélére, a másik egybefoglalásban is.
Exod.36.11 | Az egyik kárpiton ötven hurkot csinálának, és ötven hurkot csinálának a [másik] kárpit szélén is, a mely a második egybefoglalásban vala; a hurkokat egymás ellenébe.
Exod.36.12 | Csinálának ötven arany horgocskát is, és összefoglalák a kárpitokat a horgocskákkal, egyiket a másikkal, és egygyé lőn a hajlék.
Exod.36.13 | Csinálának kárpitokat kecskeszőrből is, sátornak a hajlékra; tizenegy kárpitot csinálának ilyent.
Exod.36.14 | Egy kárpit hossza harmincz sing, és egy kárpit szélessége négy sing; egy mértéke vala a tizenegy kárpitnak.
Exod.36.15 | És egybefoglalák az öt kárpitot külön, és a hat kárpitot külön.
Exod.36.16 | Csinálának ötven hurkot is a kárpit szélére, a mely szélről vala az egybefoglalásban; ötven hurkot csinálának a kárpit szélére a másik egybefoglalásban is.
Exod.36.17 | Csinálának ötven rézhorgocskát is a sátor egybefoglalására, hogy egygyé legyen.
Exod.36.18 | Csinálának takarót is a sátorra, veresre festett kosbőrökből, és azon felül egy takarót borzbőrökből.
Exod.36.19 | És megcsinálák a deszkákat is a hajlékhoz sittim-fából, felállogatva.
Exod.36.20 | Tíz sing a deszkának hossza, másfél sing pedig egy deszkának szélessége.
Exod.36.21 | Egy deszkának két csapja vala, egyik a másiknak megfelelő; így csinálták a hajlék összes deszkáit.
Exod.36.22 | A deszkákat pedig így rendezék a hajlékhoz: húsz deszkát déli oldalon, délfelé.
Exod.36.23 | És a húsz deszka alá negyven ezüsttalpat készítének; az egyik deszka alá két talpat, az ő két csapja szerint, a másik deszka alá is két talpat, az ő két csapja szerint.
Exod.36.24 | A hajlék másik oldalául, az északi oldalon, [szintén] húsz deszkát csinálának.
Exod.36.25 | És negyven ezüsttalpat azok alá, két talpat az egyik deszka alá, a másik deszka alá is két talpat.
Exod.36.26 | A hajlék napnyugoti oldalául hat deszkát csinálának.
Exod.36.27 | A hajlék szegleteiül pedig a két oldalra, két deszkát csinálának.
Exod.36.28 | És alólról kezdve kettősök valának, felűl pedig egybe valának foglalva egy karikával; így cselekedének mind a kettővel, a két szegleten.
Exod.36.29 | Nyolcz deszka vala tehát, és azoknak tizenhat ezüsttalpa, két-két talp egy-egy deszka alatt.
Exod.36.30 | Csinálának reteszrúdakat is sittim-fából, ötöt a hajlék egyik oldalának deszkáihoz.
Exod.36.31 | És öt reteszrúdat a hajlék másik oldalának deszkáihoz, és öt reteszrúdat a hajlék nyugoti oldalának deszkáihoz hátulról.
Exod.36.32 | És megcsinálák a középső reteszrúdat is, hogy fusson a deszkák közepén, végtől-végig.
Exod.36.33 | A deszkákat pedig aranynyal boríták be; a karikáikat aranyból csinálák, gyűrűk gyanánt a reteszrúdakhoz, és a reteszrúdakat is beboríták aranynyal.
Exod.36.34 | Megcsinálák a függönyt is, kék, és bíborpiros, és karmazsinszínű, és sodrott lenből, mestermunkával csinálák azt, Kérubokkal.
Exod.36.35 | És csinálának ahhoz négy oszlopot sittim-fából, és beboríták azokat aranynyal, horgaik aranyból; és öntének azokhoz négy ezüsttalpat.
Exod.36.36 | És csinálának a sátor nyílására leplet kék, és bíborpiros, és karmazsinszínű, és sodrott lenből, hímzőmunkával.
Exod.36.37 | És ahhoz öt oszlopot, horgaikkal együtt; és beboríták azoknak fejeit és átalkötőit aranynyal; öt talpuk pedig rézből vala.

Exod.37.1 | És megcsinálá Bésaléel a ládát sittim-fából; harmadfél sing a hossza, szélessége másfél sing, magassága is másfél sing.
Exod.37.2 | És beborítá azt tiszta aranynyal, mind belől, mind kivül, és csinála reá arany pártázatot köröskörül.
Exod.37.3 | És önte annak négy arany karikát a négy szegletére; egyik oldalára is kettőt, másikra is kettőt.
Exod.37.4 | Csinála rúdakat is sittim-fából, és beborítá azokat aranynyal.
Exod.37.5 | És betolá a rúdakat a láda oldalán levő karikákba, hogy a láda hordozható legyen.
Exod.37.6 | Csinála fedelet is tiszta aranyból; harmadfél sing a hossza, másfél sing a szélessége.
Exod.37.7 | Csinála két Kérubot is aranyból, vert [aranyból] csinálá azokat, a fedél két végére.
Exod.37.8 | Az egyik Kérubot az egyik végére innen, a másik Kérubot a másik végére onnan; a fedélből veré ki a Kérubokat, a két végére.
Exod.37.9 | A Kérubok pedig kiterjeszték szárnyaikat felfelé, betakarva szárnyaikkal a fedelet, és arczaik egymással szembe valának; a fedél felé valának a Kérubok arczai.
Exod.37.10 | Megcsinálá az asztalt is sittim-fából: két sing a hossza, a szélessége egy sing, magassága másfél sing.
Exod.37.11 | És beborítá azt tiszta arannyal, és csinála reá köröskörül arany pártázatot.
Exod.37.12 | Csinála egy tenyérnyi széles karájt is köröskörül; és a karájhoz csinála arany pártázatot köröskörül.
Exod.37.13 | Azután önte hozzá négy arany karikát, és a karikákat ráilleszté a négy láb négy szegletére.
Exod.37.14 | A karikák a karáj mellett valának rúdtartókul, hogy az asztalt hordozhassák.
Exod.37.15 | Megcsinálá a rúdakat is sittim-fából, és azokat beborítá aranynyal, hogy hordozhassák az asztalt.
Exod.37.16 | Megcsinálá az asztalra való edényeket is: tálait, csészéit, kelyheit és kancsóit, a melyekkel italáldozatot áldoznak, tiszta aranyból.
Exod.37.17 | Megcsinálá a gyertyatartót is tiszta aranyból, vert [aranyból] csinálá a gyertyatartót; szára, ága, csészéi, gombjai és virágai ő magából valának.
Exod.37.18 | És hat ág jöve ki oldalaiból; egyik oldalról is három gyertyatartó-ág, másik oldalról is három gyertyatartó-ág.
Exod.37.19 | Három mandolavirágformájú csésze vala az egyik ágon, gombbal és virággal; így a másik ágon is három mandolavirágformájú csésze vala gombbal és virággal; így vala mind a hat ágon, a melyek kijövének a gyertyatartóból.
Exod.37.20 | A gyertyatartón pedig négy mandolavirágformájú csésze vala, gombjaikkal és virágaikkal.
Exod.37.21 | És gomb vala a két ág alatt ő magából, és gomb vala a két ág alatt ő magából, és gomb vala a két ág alatt ő magából, a hat ág szerint, a mely belőle jöve ki.
Exod.37.22 | Gombjaik és ágaik belőle valának; az egész egy vert munka vala, tiszta aranyból.
Exod.37.23 | És megcsinálá hét mécsét is, és azoknak hamvvevőit és hamutartóit, tiszta aranyból.
Exod.37.24 | Egy talentom tiszta aranyból csinálá azt meg hozzá tartozó eszközeit is mind.
Exod.37.25 | Megcsinálá a füstölő oltárt is sittim-fából; hossza egy sing, szélessége is egy sing, négyszögű; magassága pedig két sing; ő magából valának szarvai.
Exod.37.26 | És beborítá azt tiszta aranynyal, tetejét és oldalait köröskörül, és a szarvait is; és csinála hozzá arany pártázatot köröskörül.
Exod.37.27 | És két arany karikát csinála hozzá, a pártázata alá, a két oldalán, mindkét oldalára, hogy legyenek rúdtartókul, hogy azokon hordozhassák azt.
Exod.37.28 | A rúdakat is sittim-fából csinálá meg, és azokat is beborítá aranynyal.
Exod.37.29 | A szent kenetnek olaját is megcsinálá, és a tiszta fűszerekből való füstölőt a kenetkészítő mestersége szerint.

Exod.38.1 | És megcsinálá azután az egészen égőáldozat oltárát sittim-fából; öt sing a hossza, öt sing a szélessége; négyszögű és három sing magas.
Exod.38.2 | És csinála hozzá szarvakat is, a négy szegletére; ő magából voltak a szarvai, és beborítá azt rézzel.
Exod.38.3 | Azután minden edényét is megcsinálá: a fazekakat, a lapátokat, a medenczéket, a villákat és a szenes serpenyőket; minden edényeit rézből csinálá.
Exod.38.4 | Csinála az oltárhoz hálóforma rostélyt is rézből, annak párkányzata alá, alulról a közepéig.
Exod.38.5 | Önte négy karikát is rézrostélynak négy szegletére, rúdtartókul.
Exod.38.6 | A rúdakat sittim-fából csinálá meg, és rézzel borítá be.
Exod.38.7 | És a rúdakat betolá az oltár oldalain levő karikákba, hogy azokon hordozhassák azt; deszkákból, üresre csinálá azt.
Exod.38.8 | Megcsinálá a mosdómedenczét is rézből, és annak lábát is rézből, a szolgálattevő asszonyok tükreiből, a kik a gyülekezet sátorának nyílása előtt szolgáltak.
Exod.38.9 | A pitvart is megcsinálá dél felől; a déli oldalon a pitvar szőnyege száz singnyi vala sodrott lenből.
Exod.38.10 | Azoknak húsz oszlopa, és húsz talpa rézből vala; az oszlopok horgai, és azoknak általkötői ezüstből.
Exod.38.11 | Észak felől is száz singnyi. Azoknak húsz oszlopa és húsz talpa rézből; az oszlopok horgai és általkötői ezüstből valának.
Exod.38.12 | Napnyugot felől pedig ötven sing szőnyeg vala. Azoknak tíz oszlopa és tíz talpa; az oszlopok horgai és általkötői ezüstből valának.
Exod.38.13 | A napkeleti oldalon is ötven singnyi.
Exod.38.14 | Egy felől tizenöt sing szőnyeg vala; három oszlopa és azoknak három talpa.
Exod.38.15 | És a másik felől is: a pitvar kapujától jobbra is, balra is tizenöt sing szőnyeg, és azoknak három oszlopa, három talpa.
Exod.38.16 | A pitvarnak minden szőnyege köröskörül sodrott lenből vala.
Exod.38.17 | Az oszlopok talpai rézből, az oszlopok horgai és általkötői pedig ezüstből valának, azoknak fejei ezüsttel beborítva. A pitvar oszlopait is mind ezüst általkötők övezték.
Exod.38.18 | A pitvar kapujának leple hímzőmunka vala, kék, és bíborpiros, és karmazsinszínű, és sodrott lenből; hossza húsz sing volt, magassága pedig szélességében öt sing, a pitvar szőnyegeinek megfelelőleg.
Exod.38.19 | Azoknak négy oszlopa és négy talpa rézből, horgai ezüstből valának; fejeiknek borítása, és általkötőik is ezüstből.
Exod.38.20 | A hajléknak és a pitvarnak szegei pedig köröskörűl mind rézből valának.
Exod.38.21 | Ezek a hajléknak, a bizonyság hajlékának részei, a mint megszámláltattak a Mózes meghagyásából, a Léviták szolgálatára, Ithamár, az Áron pap fia által.
Exod.38.22 | Bésaléel a Húr fiának, Urinak fia a Júda nemzetségéből, csinálta mind azt, a mit az Úr parancsolt vala Mózesnek.
Exod.38.23 | És vele együtt Aholiáb, Akhiszamák fia, Dán nemzetségéből a ki mester vala a faragásban, a kötő és hímzőmunkában, kék, és bíborpiros, és karmazsinszínű, és lenfonállal.
Exod.38.24 | Mind az az arany, a mely a munkára, a szenthelynek összes munkáira feldolgoztaték, ez az áldozati arany: huszonkilencz talentom, és hétszáz harmincz siklus vala, a szent siklus szerint.
Exod.38.25 | Az ezüst pedig, a gyülekezet megszámlált [tagjaitól, száz] talentom, és ezer hétszáz hetvenöt siklus, a szent siklus szerint.
Exod.38.26 | Fejenként egy beka, [vagy is] fél siklus, a szent siklus szerint, mindenkitől, a ki átesett a megszámláltatáson, húsz esztendőstől fölfelé, a kik hatszáz háromezeren és ötszázötvenen valának.
Exod.38.27 | A száz talentom ezüstből megönték a szent helyhez való talpakat, és a függöny [oszlopainak] talpait; száz talpat száz talentomból, egy talentomból egy talpat.
Exod.38.28 | Az ezer hétszáz hetvenöt [siklusból] csinálák az oszlopok horgait, és beboríták azoknak fejeit, és általfogák azokat.
Exod.38.29 | Az áldozati réz pedig hetven talentom, és kétezer négyszáz siklus vala.
Exod.38.30 | Abból csinálák a talpakat a gyülekezet sátorának nyílásához, és a réz oltárt, az ahhoz való réz rostélyt, és az oltárnak minden edényeit.
Exod.38.31 | A pitvar talpait is köröskörül, és a pitvar kapujához való talpakat, meg a hajlék összes szegeit, és a pitvar összes szegeit köröskörül.

Exod.39.1 | A kék, és bíborpiros, és karmazsinszínű [fonálból] pedig csinálának szolgálati ruhákat a szenthelyen való szolgálatra. Áronnak is úgy készíték a szent ruhákat, a mint az Úr parancsolta vala Mózesnek.
Exod.39.2 | Az efódot csinálák aranyból, kék, és bíborpiros, és karmazsinszínű, és sodrott lenből.
Exod.39.3 | És aranyból vékony lapokat verének, és azokat fonalakká metélék, hogy feldolgozzák a kék, és a bíborpiros, és a karmazsinszínű, és a lenfonál közé, mestermunkával.
Exod.39.4 | Csinálának hozzá összekötött vállkötőket: a két végükön kapcsolák össze.
Exod.39.5 | Az átkötő öv is, a mely rajta vala, abból való, ugyanolyan mívű vala, [mint az efód:] aranyból, kék, és bíborpiros, és karmazsinszínű, és sodrott lenből, a mint az Úr parancsolta Mózesnek.
Exod.39.6 | Megcsinálák azután az ónix köveket is, arany boglárokba foglalva, kimetszve pecsétmetszés módjára, az Izráel fiainak neveire.
Exod.39.7 | És rátették azokat az efód vállkötőire, az Izráel fiaira való emlékeztetés kövei gyanánt, a mint az Úr parancsolta vala Mózesnek.
Exod.39.8 | Megcsinálák a hósent is mestermunkával, mint az efódot, aranyból, kék, és bíborpiros, és karmazsinszínű, és sodrott lenből.
Exod.39.9 | Négyszögű vala a hósen, és kétrétűre készíték azt; egy arasz vala hossza, egy arasz a szélessége is két rétben.
Exod.39.10 | És négy sor követ foglalának abba, ily sorban: szárdiusz, topáz, smaragd; az első sor.
Exod.39.11 | A második sor: karbunkulus, zafir és gyémánt.
Exod.39.12 | A harmadik sor: jáczint, agát és amethiszt.
Exod.39.13 | A negyedik sor: krizolith, ónix és jáspis, a melyek mind arany boglárokba foglaltattak a magok helyén.
Exod.39.14 | A kövek pedig Izráel fiainak nevei szerint valának, tizenkettő vala az ő nevök szerint, és pecsét módjára metszve, mindenik a reá való névvel, a tizenkét nemzetség szerint.
Exod.39.15 | És csinálának a hósenre sodrott mívű fonatékot is tiszta aranyból.
Exod.39.16 | Azután csinálának két arany boglárt, és két arany karikát; és a két arany karikát rá tevék a hósen két szegletére.
Exod.39.17 | A két arany fonatékot pedig a hósen két szegletén levő két karikába fűzték.
Exod.39.18 | És a két fonaték [másik] két végét oda foglalák a két boglárhoz, és azokat az efód vállkötőihez tűzék, annak előrészére.
Exod.39.19 | Csinálának [más] két arany karikát is, és oda tevék azokat a hósen két szegletére, azon a szélén, a mely befelé vala az efód felől.
Exod.39.20 | És csinálának [még] két arany karikát, és azokat az efód két vállkötőjére tevék, alól, annak előrésze felől, az összefoglalás mellett, az efód övén felül.
Exod.39.21 | És a hósent az ő karikáinál fogva odacsatolák az efód karikáihoz, kék zsinórral, hogy az efódnak öve felett legyen, és el ne váljék a hósen az efódtól; a mint az Úr parancsolta vala Mózesnek.
Exod.39.22 | És megcsinálák az efód palástját takácsmunkával, egészen kék lenből.
Exod.39.23 | És a palást közepén levő nyílás olyan vala, mint a pánczélnak nyílása; szegése vala a nyílásnak köröskörül, hogy el ne szakadjon.
Exod.39.24 | És a palást alsó peremére csinálának gránátalmákat, kék, és bíborpiros, és karmazsinszinű sodrott fonálból.
Exod.39.25 | Csinálának csengettyűket is tiszta aranyból, és tevék a csengettyűket a gránátalmák közé, a palást peremére köröskörül a gránátalmák közé.
Exod.39.26 | Csengettyű meg gránátalma, csengettyű meg gránátalma a palást peremén köröskörül, hogy abban szolgáljanak, a mint az Úr parancsolta vala Mózesnek.
Exod.39.27 | Megcsinálák a len köntösöket is takácsmunkával, Áronnak és az ő fiainak.
Exod.39.28 | A len süveget is, a süveg ékességeit is lenből, és a gyolcs lábravalókat sodrott lenből.
Exod.39.29 | Az övet is sodrott lenből, és kék, bíborpiros és karmazsinszínű fonálból hímzőmunkával, a mint az Úr parancsolta vala Mózesnek.
Exod.39.30 | A szent koronához való lapot is megcsinálák tiszta aranyból, és felírák rá a pecsétmetsző módjára: Szentség az Úrnak.
Exod.39.31 | És kötének reá kék zsinórt, hogy felkössék azzal a süvegre, a mint az Úr parancsolta vala Mózesnek.
Exod.39.32 | Így végezteték el a gyülekezet sátora hajlékának egész munkája; és az Izráel fiai egészen úgy csinálák, a mint az Úr parancsolta vala Mózesnek, úgy csinálták.
Exod.39.33 | És vivék a hajlékot Mózeshez: a sátort és annak minden eszközét, horgait, deszkáit, reteszrúdait, oszlopait, és talpait.
Exod.39.34 | A veresre festett kosbőrökből készült takarót is, és a borzbőrökből készült takarót, és a takarófüggönyt.
Exod.39.35 | A bizonyság ládáját, annak rúdait, és a fedelet.
Exod.39.36 | Az asztalt és annak minden edényét, és a szent kenyeret.
Exod.39.37 | A tiszta gyertyatartót: annak mécseit, a felszereléshez való mécseket s minden hozzávalót, a világító olajjal együtt.
Exod.39.38 | Az arany oltárt, a kenetnek olaját, a fűszerekből való füstölőt, és a sátor nyílására való leplet.
Exod.39.39 | A réz oltárt és annak réz rostélyát, rúdait és minden edényeit, a mosdómedenczét és annak lábát.
Exod.39.40 | A pitvar szőnyegeit, oszlopait, talpait: és a pitvar kapujára való leplet, annak köteleit, szegeit, és a hajlék szolgálatjára való minden eszközt a gyülekezet sátoránál.
Exod.39.41 | A szolgálati ruhákat, a szenthelyen való szolgálatra, a szent ruhákat Áron papnak, és fiainak ruháit a papi tisztre.
Exod.39.42 | A mint parancsolta vala az Úr Mózesnek, egészen úgy csinálának az Izráel fiai minden munkát.
Exod.39.43 | És megtekinte Mózes minden munkát, és ímé elkészíték azt, úgy készíték el, a mint az Úr parancsolta vala, és megáldá őket Mózes.

Exod.40.1 | És szóla az Úr Mózesnek, mondván:
