Acts.1.1 | Első könyvemet írtam, Theofilus, mindazokról, a miket kezdett Jézus cselekedni és tanítani,
Acts.27.42 | A vitézeknek pedig az lőn tanácsa, hogy a foglyokat vágják le, hogy senki el ne szaladhasson, minekutána kiúszott.
Acts.27.43 | De a százados meg akarván tartani Pált, eltiltá őket e szándéktól, és megparancsolá, hogy a kik úszni tudnak, először azok szökdössenek a tengerbe és meneküljenek ki a szárazföldre.
Acts.27.44 | A többiek pedig ki deszkákon, ki a hajó egyéb darabjain. És így lőn, hogy mindnyájan szerencsésen kimenekültek a szárazföldre.

Acts.28.1 | És miután szerencsésen megmenekültek, akkor megtudák, hogy Melitának neveztetik az a sziget.
Acts.28.2 | A barbárok pedig nem közönséges emberséget cselekesznek vala mi velünk: mert tüzet gerjesztvén, befogadának mindnyájónkat a rajtunk való záporért és a hidegért.
Acts.28.3 | Mikor pedig Pál nagy sok venyigét szedett és a tűzre tette, egy vipera a melegből kimászva, az ő kezére ragada.
Acts.28.4 | Mikor pedig látták a barbárok az ő kezéről függeni a mérges kígyót, mondják vala egymásnak: Nyilván gyilkos ez az ember, kit nem hagya élni a bosszúállás, noha a tengerből megszabadult.
Acts.28.5 | De néki, minekutána a kígyót lerázta a tűzbe, semmi baja sem lőn.
Acts.28.6 | Azok pedig azt várják vala, hogy ő meg fog dagadni, vagy nagyhirtelenséggel halva rogyik le. Mikor azonban sok ideig várták, és látták, hogy semmi baja nem lesz, megváltoztatva értelmöket, istennek mondják vala őt.
Acts.28.7 | Annak a helynek környékén valának pedig a sziget főemberének, névszerint Publiusnak mezei jószágai, ki befogadván minket, három napig nagy emberségesen vendégül látott.
Acts.28.8 | Lőn pedig, hogy a Publius atyja hideglelésben és vérhasban betegen feküvék. Kihez Pál beméne, és minekutána könyörgött, kezeit reá vetve meggyógyítá őt.
Acts.28.9 | Minekutána azért ez megtörtént, egyebek is, kik betegek valának a szigeten, ő hozzá jövének és meggyógyulának.
Acts.28.10 | Kik nékünk nagy tisztességet is tőnek, és mikor elindulánk, a szükséges dolgokkal ellátának.
Acts.28.11 | Három hónap mulva tudniillik egy Alexandriába való hajón elindulánk, mely a szigeten telelt, melynek czímere Kásztor és Pollux vala.
Acts.28.12 | És Szirakúzába eljutván, ott maradánk három napig.
Acts.28.13 | Onnét körülkerülvén, eljutánk Régiumba, és egy nap mulva déli szél támadván, másnap megérkezénk Puteóliba.
Acts.28.14 | Hol mikor atyafiakat találtunk, kérének minket, hogy nálok maradjunk hét napig; és úgy menénk Rómába.
Acts.28.15 | Onnét is az atyafiak, mikor a mi dolgainkat meghallották, nékünk előnkbe jövének Appii Forumig és Tres Tabernaeig. És mikor Pál meglátta őket, hálákat adván az Istennek, bátorságot vőn.
Acts.28.16 | Mikor pedig Rómába jutottunk, a százados átadá a foglyokat a testőrsereg fővezérének. Pálnak azonban megengedteték, hogy külön lakjék az őt őriző vitézzel.
Acts.28.17 | Lőn pedig, hogy három nap mulva magához hívatá Pál a zsidók között való főembereket. Mikor pedig egybegyűltek, monda nékik: Atyámfiai,férfiak, én jóllehet semmit sem vétkeztem a nép ellen, vagy az ősi szokások ellen, mindazáltal foglyul adattam át Jeruzsálemből a rómaiak kezébe.
Acts.28.18 | Kik miután kihallgattak, el akarának engem bocsátani, mivelhogy én bennem semmi halálra méltó vétek nincsen.
Acts.28.19 | De mivel a zsidók ellene mondtak, kényszeríttettem a császárra appellálni, nem mintha az én népem ellen volna valami vádam.
Acts.28.20 | Ennekokáért hívattalak tehát titeket, hogy lássalak benneteket és szóljak veletek; mert az Izráelnek reménységéért vétettem körül e lánczczal.
Acts.28.21 | Azok pedig mondának néki: Mi te felőled sem levelet nem vettünk Júdeából, sem pedig az atyafiak közül ide jőve valaki, nem jelentett, vagy szólott te felőled valami rosszat.
Acts.28.22 | Akarnók azért tőled hallani, micsoda értelemben vagy. Mert e felekezet felől tudva van előttünk, hogy mindenütt ellene mondanak.
Acts.28.23 | Kitűzvén tehát néki egy napot, eljövének hozzá a szállására többen; kiknek nagy bizonyságtétellel szól vala az Istennek országa felől, igyekezvén elhitetni ő velök a Jézus felől való dolgokat, úgy a Mózes törvényéből, mint a prófétákból, reggeltől fogva mind estvéig.
Acts.28.24 | És némelyek hivének az ő beszédének, mások nem hivének.
Acts.28.25 | Mivel pedig nem egyezének meg egymással, eloszlának, miután Pál ez egy szót mondá: Jól szólott a Szent Lélek Ésaiás próféta által a mi atyáinknak, mondván:
Acts.28.26 | Eredj el a néphez és mondd: Hallván halljátok, és ne értsetek; és nézvén nézzetek, és ne lássatok!
Acts.28.27 | Mert megkövéredett e népnek szíve, és füleikkel nehezen hallanak, és szemeiket behunyják; hogy szemeikkel ne lássanak, füleikkel ne halljanak, szívükkel ne értsenek és meg ne térjenek, és meg ne gyógyítsam őket.
Acts.28.28 | Legyen azért néktek tudtotokra, hogy a pogány népeknek küldetett az Istennek ez idvezítése, és ők meg is hallgatják.
Acts.28.29 | És mikor ezeket mondotta, elmenének a zsidók, magok között sokat vetekedve.
Acts.28.30 | Marada pedig Pál két egész esztendeig az ő tulajdon bérelt szállásán, és mindazokat befogadja vala, kik ő hozzá menének.
Acts.28.31 | Prédikálván az Istennek országát és tanítván az Úr Jézus Krisztus felől való dolgokat teljes bátorsággal, minden tiltás nélkül.
